project_id,sanctioned_cost_lakh,planned_duration_days,sanction_to_start_lag_days,num_bidders,vendor_past_overrun_rate,vendor_completed_projects,district_past_delay_rate,monsoon_overlap_months,fund_release_tranches,rate_deviation_pct,is_election_year,category_code,is_delayed_or_overrun
PRJ-300855,4.42,439.0,67.0,4.0,0.0534,52.0,0.756,2.0,4.0,-14.33,0.0,8.0,0
PRJ-300856,4.21,107.0,65.1,3.0,0.2808,40.0,0.3239,4.0,2.0,-9.48,0.0,3.0,0
PRJ-300857,36.52,160.0,77.4,3.0,0.1746,40.0,0.3877,2.0,2.0,-6.92,0.0,6.0,0
PRJ-300858,13.02,489.0,170.2,5.0,0.2982,4.0,0.2569,2.0,4.0,-22.37,1.0,4.0,1
PRJ-300859,8.4,192.0,55.0,5.0,0.1348,43.0,0.0559,2.0,3.0,12.45,1.0,7.0,0
PRJ-300860,12.51,303.0,105.5,7.0,0.209,5.0,0.4685,1.0,2.0,-10.03,0.0,1.0,0
PRJ-300861,11.95,233.0,68.7,4.0,0.2252,23.0,0.3608,4.0,3.0,1.57,1.0,8.0,0
PRJ-300862,4.05,349.0,182.3,8.0,0.2075,33.0,0.1545,0.0,1.0,-7.26,0.0,6.0,0
PRJ-300863,21.5,245.0,49.2,2.0,0.3112,56.0,0.6966,3.0,1.0,4.13,1.0,1.0,0
PRJ-300864,10.72,264.0,45.2,2.0,0.2283,10.0,0.5422,0.0,4.0,24.26,0.0,8.0,1
PRJ-300865,13.14,449.0,101.0,4.0,0.2676,48.0,0.2036,2.0,2.0,-4.56,0.0,1.0,0
PRJ-300866,29.2,319.0,101.1,1.0,0.159,32.0,0.5036,4.0,4.0,-6.17,1.0,8.0,1
PRJ-300867,4.52,324.0,37.2,1.0,0.1071,34.0,0.4382,3.0,2.0,-16.14,0.0,5.0,0
PRJ-300868,6.97,443.0,67.0,3.0,0.0795,54.0,0.4573,4.0,2.0,-3.73,0.0,4.0,0
PRJ-300869,14.97,256.0,77.9,5.0,0.3947,26.0,0.298,4.0,2.0,-24.37,0.0,8.0,0
PRJ-300870,21.23,452.0,74.9,3.0,0.1099,8.0,0.32,2.0,1.0,18.56,0.0,2.0,1
PRJ-300871,7.85,401.0,62.2,3.0,0.0863,1.0,0.2246,0.0,1.0,-8.43,0.0,5.0,0
PRJ-300872,8.17,482.0,8.5,1.0,0.8332,21.0,0.1414,3.0,1.0,-12.2,0.0,3.0,0
PRJ-300873,18.19,271.0,75.7,1.0,0.2692,59.0,0.2471,4.0,1.0,-2.43,0.0,8.0,0
PRJ-300874,42.97,321.0,78.1,8.0,0.5467,13.0,0.5308,3.0,4.0,8.21,0.0,0.0,0
PRJ-300875,12.79,108.0,64.0,1.0,0.1964,8.0,0.319,1.0,4.0,-3.3,1.0,8.0,0
PRJ-300876,6.96,100.0,34.0,6.0,0.0479,2.0,0.5608,0.0,2.0,14.23,0.0,6.0,0
PRJ-300877,5.58,98.0,123.7,6.0,0.0194,30.0,0.4078,1.0,2.0,-5.9,0.0,7.0,1
PRJ-300878,11.06,358.0,20.8,2.0,0.4499,21.0,0.2404,3.0,2.0,-10.2,0.0,3.0,0
PRJ-300879,20.62,206.0,102.4,2.0,0.0802,20.0,0.4237,1.0,4.0,-0.85,0.0,5.0,0
PRJ-300880,54.63,188.0,20.5,3.0,0.1468,35.0,0.3537,1.0,4.0,-2.15,0.0,7.0,0
PRJ-300881,9.84,343.0,93.9,6.0,0.1696,19.0,0.265,1.0,1.0,11.79,0.0,6.0,0
PRJ-300882,12.8,242.0,21.4,1.0,0.388,3.0,0.3749,1.0,4.0,10.41,0.0,4.0,0
PRJ-300883,32.82,111.0,90.1,7.0,0.2595,25.0,0.3748,2.0,4.0,-6.15,0.0,6.0,0
PRJ-300884,14.81,320.0,142.4,3.0,0.1359,44.0,0.1951,3.0,2.0,-20.28,0.0,3.0,0
PRJ-300885,14.02,317.0,142.8,4.0,0.1137,34.0,0.5018,0.0,2.0,7.53,0.0,4.0,0
PRJ-300886,28.97,114.0,122.3,8.0,0.0402,56.0,0.6328,4.0,3.0,-15.84,0.0,2.0,1
PRJ-300887,13.0,178.0,49.0,2.0,0.5101,0.0,0.2224,0.0,3.0,-1.41,0.0,1.0,1
PRJ-300888,5.92,162.0,29.5,8.0,0.2006,3.0,0.5385,3.0,3.0,6.38,0.0,5.0,0
PRJ-300889,25.38,389.0,43.2,5.0,0.0185,9.0,0.2572,1.0,3.0,23.46,0.0,0.0,1
PRJ-300890,3.56,168.0,97.1,4.0,0.3241,2.0,0.3258,2.0,1.0,28.17,1.0,1.0,1
PRJ-300891,22.76,58.0,74.8,1.0,0.2029,36.0,0.3549,0.0,1.0,5.3,1.0,0.0,0
PRJ-300892,12.14,177.0,193.2,1.0,0.613,37.0,0.2321,0.0,3.0,-25.62,1.0,5.0,1
PRJ-300893,9.91,277.0,31.9,7.0,0.36,44.0,0.4556,3.0,1.0,-14.49,1.0,4.0,0
PRJ-300894,9.74,425.0,148.9,4.0,0.1165,12.0,0.7315,0.0,1.0,-2.13,0.0,3.0,1
PRJ-300895,11.03,70.0,45.9,7.0,0.3046,40.0,0.2554,1.0,4.0,-4.61,0.0,3.0,0
PRJ-300896,8.95,481.0,20.5,7.0,0.1323,10.0,0.2917,3.0,3.0,1.44,0.0,8.0,0
PRJ-300897,16.23,208.0,60.7,4.0,0.3601,59.0,0.3878,4.0,1.0,1.66,1.0,0.0,0
PRJ-300898,9.17,214.0,73.5,3.0,0.2985,15.0,0.3173,4.0,4.0,-15.37,0.0,7.0,0
PRJ-300899,12.2,52.0,114.7,3.0,0.1053,2.0,0.2876,1.0,1.0,7.71,0.0,6.0,0
PRJ-300900,2.56,181.0,31.8,6.0,0.4421,11.0,0.3473,2.0,3.0,-11.82,0.0,1.0,0
PRJ-300901,12.14,277.0,60.6,6.0,0.2179,30.0,0.5148,2.0,3.0,2.04,0.0,5.0,0
PRJ-300902,8.82,354.0,49.6,3.0,0.0908,42.0,0.2836,0.0,2.0,23.31,0.0,8.0,0
PRJ-300903,21.72,424.0,37.1,5.0,0.1462,25.0,0.2955,4.0,1.0,-12.79,0.0,4.0,0
PRJ-300904,10.2,303.0,138.9,5.0,0.0348,19.0,0.4899,3.0,1.0,1.9,1.0,7.0,0
PRJ-300905,19.76,94.0,74.2,2.0,0.2807,11.0,0.1033,0.0,3.0,-5.14,0.0,8.0,1
PRJ-300906,18.36,238.0,4.7,5.0,0.1262,7.0,0.2083,0.0,4.0,-12.93,1.0,0.0,0
PRJ-300907,18.68,408.0,61.4,7.0,0.1651,53.0,0.1634,3.0,2.0,1.54,0.0,3.0,0
PRJ-300908,10.44,361.0,10.8,8.0,0.1243,44.0,0.2545,1.0,2.0,-9.87,1.0,7.0,0
PRJ-300909,12.68,334.0,57.0,3.0,0.2991,8.0,0.5524,2.0,2.0,10.08,1.0,4.0,1
PRJ-300910,15.95,296.0,12.8,2.0,0.1016,9.0,0.4822,2.0,4.0,8.17,1.0,3.0,0
PRJ-300911,12.94,294.0,74.5,8.0,0.2294,30.0,0.4379,3.0,1.0,21.49,0.0,7.0,0
PRJ-300912,10.21,536.0,10.6,8.0,0.6065,21.0,0.4787,4.0,4.0,9.89,0.0,8.0,1
PRJ-300913,6.32,341.0,21.5,7.0,0.3082,11.0,0.1196,4.0,2.0,8.36,0.0,8.0,1
PRJ-300914,12.29,340.0,86.6,3.0,0.1298,26.0,0.6241,1.0,4.0,-25.15,0.0,6.0,0
PRJ-300915,3.86,211.0,49.0,3.0,0.1111,26.0,0.5952,0.0,2.0,11.51,1.0,5.0,0
PRJ-300916,2.42,287.0,14.1,5.0,0.1847,34.0,0.2684,1.0,2.0,9.78,0.0,4.0,0
PRJ-300917,5.31,396.0,133.1,3.0,0.4207,47.0,0.5734,3.0,3.0,-9.28,0.0,4.0,1
PRJ-300918,18.54,469.0,35.3,7.0,0.402,16.0,0.175,1.0,1.0,22.51,0.0,6.0,1
PRJ-300919,14.2,430.0,40.3,4.0,0.6806,42.0,0.5005,3.0,3.0,11.72,0.0,1.0,0
PRJ-300920,18.66,372.0,43.2,3.0,0.142,43.0,0.3452,1.0,2.0,2.76,0.0,3.0,0
PRJ-300921,7.43,430.0,78.9,7.0,0.1009,42.0,0.5804,2.0,4.0,9.46,1.0,0.0,0
PRJ-300922,23.12,61.0,37.6,3.0,0.2667,55.0,0.4242,0.0,2.0,5.94,0.0,0.0,0
PRJ-300923,4.21,178.0,44.5,2.0,0.0752,12.0,0.6843,0.0,1.0,2.46,0.0,7.0,0
PRJ-300924,5.45,165.0,107.2,7.0,0.3902,44.0,0.3082,4.0,4.0,-2.37,0.0,8.0,0
PRJ-300925,22.87,368.0,98.3,3.0,0.4477,1.0,0.5569,0.0,3.0,15.46,0.0,3.0,0
PRJ-300926,13.54,417.0,42.4,6.0,0.1735,20.0,0.1432,2.0,1.0,-17.71,0.0,6.0,0
PRJ-300927,18.73,118.0,43.6,6.0,0.1934,43.0,0.345,2.0,1.0,2.55,1.0,8.0,0
PRJ-300928,14.24,140.0,2.6,1.0,0.227,55.0,0.3481,3.0,1.0,18.41,0.0,0.0,0
PRJ-300929,8.2,290.0,56.2,1.0,0.2356,6.0,0.3161,3.0,2.0,1.53,0.0,4.0,0
PRJ-300930,4.99,524.0,88.9,7.0,0.33,43.0,0.3446,2.0,1.0,9.83,0.0,3.0,1
PRJ-300931,2.9,46.0,36.0,1.0,0.1105,23.0,0.4813,2.0,1.0,0.06,0.0,2.0,0
PRJ-300932,34.54,480.0,120.0,3.0,0.3756,32.0,0.4927,3.0,1.0,-12.38,0.0,3.0,1
PRJ-300933,3.46,140.0,9.3,7.0,0.471,50.0,0.5728,0.0,2.0,11.3,1.0,0.0,0
PRJ-300934,28.37,177.0,22.9,2.0,0.178,51.0,0.3014,1.0,2.0,18.19,1.0,5.0,0
PRJ-300935,13.05,357.0,113.6,5.0,0.2691,24.0,0.2325,0.0,3.0,-6.84,0.0,4.0,0
PRJ-300936,14.53,405.0,86.5,1.0,0.2413,52.0,0.0895,1.0,4.0,6.84,0.0,1.0,0
PRJ-300937,13.92,477.0,8.7,5.0,0.5277,27.0,0.6013,1.0,4.0,3.6,0.0,8.0,0
PRJ-300938,17.27,47.0,10.7,6.0,0.2866,13.0,0.4846,0.0,4.0,-4.56,0.0,8.0,0
PRJ-300939,6.93,69.0,75.3,2.0,0.0479,57.0,0.2168,0.0,3.0,14.25,0.0,6.0,0
PRJ-300940,2.19,281.0,64.5,3.0,0.6503,21.0,0.2217,2.0,4.0,-2.96,0.0,7.0,0
PRJ-300941,8.08,321.0,39.7,5.0,0.161,54.0,0.5554,0.0,2.0,-12.7,0.0,4.0,0
PRJ-300942,16.34,174.0,117.2,7.0,0.1078,55.0,0.3484,3.0,1.0,-4.51,0.0,6.0,0
PRJ-300943,5.49,360.0,28.2,5.0,0.2663,5.0,0.3848,3.0,2.0,-1.99,0.0,0.0,0
PRJ-300944,23.48,176.0,5.1,6.0,0.2522,42.0,0.407,2.0,2.0,-8.27,0.0,3.0,0
PRJ-300945,11.17,506.0,78.8,4.0,0.0963,52.0,0.5139,2.0,3.0,-6.77,0.0,4.0,1
PRJ-300946,5.12,132.0,91.5,2.0,0.1246,12.0,0.3367,4.0,4.0,-14.22,0.0,8.0,1
PRJ-300947,13.45,369.0,29.6,8.0,0.3816,29.0,0.1924,3.0,3.0,-3.85,0.0,1.0,0
PRJ-300948,16.16,307.0,17.4,7.0,0.3673,59.0,0.2918,4.0,4.0,2.07,0.0,4.0,0
PRJ-300949,16.92,96.0,5.4,1.0,0.0575,47.0,0.4104,1.0,4.0,-11.18,0.0,4.0,0
PRJ-300950,22.88,344.0,48.3,3.0,0.0578,20.0,0.2496,2.0,1.0,-13.37,0.0,0.0,1
PRJ-300951,3.97,117.0,62.2,4.0,0.3648,21.0,0.3627,0.0,4.0,-12.52,1.0,1.0,0
PRJ-300952,22.9,312.0,96.1,1.0,0.138,6.0,0.3946,2.0,2.0,-1.93,0.0,2.0,1
PRJ-300953,24.24,359.0,65.0,7.0,0.0993,57.0,0.4499,0.0,1.0,-6.47,0.0,0.0,0
PRJ-300954,4.99,80.0,31.6,2.0,0.3031,52.0,0.6698,1.0,1.0,-20.21,0.0,7.0,0
PRJ-300955,5.76,151.0,56.2,2.0,0.1762,47.0,0.3351,0.0,4.0,-15.63,0.0,8.0,0
PRJ-300956,19.34,191.0,99.5,3.0,0.1522,24.0,0.1798,1.0,1.0,-1.44,0.0,7.0,0
PRJ-300957,9.21,504.0,61.6,8.0,0.185,26.0,0.6833,4.0,3.0,-4.97,0.0,6.0,1
PRJ-300958,26.5,154.0,89.7,2.0,0.2241,22.0,0.1741,3.0,2.0,-1.46,0.0,6.0,0
PRJ-300959,31.17,500.0,18.2,4.0,0.1454,21.0,0.5229,4.0,2.0,18.53,0.0,8.0,1
PRJ-300960,5.12,309.0,76.7,6.0,0.2259,3.0,0.3338,4.0,3.0,2.75,0.0,3.0,0
PRJ-300961,6.83,514.0,65.1,2.0,0.4107,12.0,0.4779,0.0,1.0,-22.77,0.0,2.0,1
PRJ-300962,13.0,456.0,37.3,1.0,0.5755,36.0,0.7244,0.0,2.0,-8.02,0.0,2.0,1
PRJ-300963,2.15,190.0,100.7,1.0,0.3173,16.0,0.2834,4.0,3.0,3.79,0.0,4.0,1
PRJ-300964,2.97,322.0,168.8,2.0,0.2791,9.0,0.2779,4.0,3.0,-8.52,1.0,2.0,0
PRJ-300965,6.28,399.0,8.4,3.0,0.2724,26.0,0.3424,1.0,3.0,-12.32,0.0,3.0,0
PRJ-300966,37.91,83.0,38.8,8.0,0.3663,48.0,0.7336,1.0,4.0,10.49,0.0,1.0,0
PRJ-300967,14.33,373.0,45.6,8.0,0.3175,21.0,0.3995,3.0,4.0,-5.43,1.0,2.0,0
PRJ-300968,7.65,272.0,48.3,5.0,0.1061,45.0,0.1841,2.0,1.0,-10.87,1.0,6.0,0
PRJ-300969,5.73,62.0,28.7,8.0,0.4197,38.0,0.3551,1.0,2.0,-10.72,0.0,4.0,0
PRJ-300970,4.95,474.0,10.3,1.0,0.1214,19.0,0.3211,1.0,1.0,19.79,1.0,4.0,0
PRJ-300971,8.05,176.0,40.4,5.0,0.1729,38.0,0.1975,3.0,3.0,-14.12,0.0,8.0,1
PRJ-300972,7.73,477.0,45.9,4.0,0.4096,30.0,0.6758,4.0,3.0,-2.85,0.0,6.0,0
PRJ-300973,10.37,147.0,37.7,1.0,0.4522,11.0,0.5213,4.0,3.0,-2.13,0.0,3.0,1
PRJ-300974,16.67,313.0,46.8,5.0,0.2465,25.0,0.1005,3.0,1.0,7.84,0.0,1.0,0
PRJ-300975,11.49,228.0,57.2,4.0,0.2383,15.0,0.3544,4.0,4.0,-10.15,0.0,2.0,1
PRJ-300976,20.08,487.0,41.6,7.0,0.236,32.0,0.2697,0.0,1.0,-10.52,0.0,0.0,0
PRJ-300977,9.87,516.0,28.5,4.0,0.1457,2.0,0.2002,4.0,4.0,9.28,0.0,0.0,0
PRJ-300978,32.66,426.0,47.0,4.0,0.1275,4.0,0.2689,1.0,2.0,29.35,0.0,1.0,1
PRJ-300979,19.77,463.0,60.5,2.0,0.2816,22.0,0.1123,1.0,3.0,-7.21,0.0,0.0,0
PRJ-300980,14.08,425.0,50.2,4.0,0.0731,30.0,0.2948,4.0,1.0,-8.02,0.0,7.0,0
PRJ-300981,16.7,190.0,176.3,1.0,0.1403,28.0,0.1984,3.0,2.0,29.42,0.0,4.0,1
PRJ-300982,8.21,500.0,63.7,5.0,0.1403,4.0,0.2886,0.0,2.0,-4.72,0.0,5.0,0
PRJ-300983,10.26,307.0,48.5,4.0,0.1476,6.0,0.2681,1.0,3.0,-4.24,0.0,5.0,1
PRJ-300984,9.99,215.0,25.0,3.0,0.4354,6.0,0.4442,3.0,3.0,2.16,0.0,3.0,0
PRJ-300985,7.01,140.0,25.6,3.0,0.2568,5.0,0.5874,0.0,3.0,4.88,0.0,7.0,0
PRJ-300986,4.34,396.0,37.7,8.0,0.101,49.0,0.3585,0.0,3.0,2.96,0.0,0.0,0
PRJ-300987,17.29,182.0,38.7,6.0,0.1931,16.0,0.3127,1.0,4.0,11.54,0.0,3.0,0
PRJ-300988,22.12,368.0,37.5,7.0,0.1343,47.0,0.6228,1.0,1.0,-16.75,0.0,4.0,0
PRJ-300989,15.73,77.0,65.7,4.0,0.0427,29.0,0.453,1.0,3.0,-2.74,1.0,5.0,0
PRJ-300990,11.47,359.0,98.5,4.0,0.2874,59.0,0.4602,3.0,4.0,13.04,0.0,5.0,1
PRJ-300991,41.92,363.0,79.0,1.0,0.3713,59.0,0.605,2.0,1.0,-27.57,0.0,0.0,1
PRJ-300992,7.58,304.0,72.7,6.0,0.3635,36.0,0.4295,2.0,4.0,-15.8,0.0,2.0,0
PRJ-300993,14.39,370.0,22.7,1.0,0.4502,54.0,0.1671,3.0,3.0,8.49,1.0,0.0,0
PRJ-300994,24.15,536.0,108.6,8.0,0.2318,24.0,0.7066,4.0,4.0,0.99,0.0,1.0,1
PRJ-300995,5.34,460.0,24.6,6.0,0.0686,23.0,0.4791,1.0,2.0,-7.76,0.0,7.0,0
PRJ-300996,18.15,262.0,59.4,4.0,0.1706,7.0,0.4091,2.0,3.0,3.77,0.0,3.0,0
PRJ-300997,34.0,476.0,69.6,6.0,0.168,33.0,0.7062,4.0,3.0,5.27,0.0,1.0,1
PRJ-300998,12.12,517.0,110.8,8.0,0.1494,39.0,0.3988,1.0,2.0,-10.67,0.0,0.0,0
PRJ-300999,13.56,124.0,155.6,2.0,0.1144,33.0,0.2641,0.0,3.0,-0.92,0.0,6.0,0
PRJ-301000,7.61,222.0,36.5,6.0,0.2204,13.0,0.1693,3.0,3.0,-14.11,0.0,5.0,0
PRJ-301001,16.58,412.0,55.8,7.0,0.3305,20.0,0.3085,4.0,4.0,13.84,0.0,7.0,1
PRJ-301002,6.89,299.0,104.0,5.0,0.4043,15.0,0.2705,3.0,4.0,-18.73,0.0,7.0,1
PRJ-301003,11.64,111.0,164.5,6.0,0.1772,51.0,0.4688,3.0,4.0,-1.55,0.0,8.0,0
PRJ-301004,3.95,278.0,39.7,5.0,0.0856,8.0,0.5298,0.0,3.0,9.52,1.0,2.0,0
PRJ-301005,1.55,229.0,23.7,2.0,0.5532,17.0,0.155,1.0,2.0,24.02,0.0,1.0,1
PRJ-301006,8.72,410.0,14.1,8.0,0.0678,19.0,0.2136,1.0,3.0,-2.31,0.0,1.0,0
PRJ-301007,8.62,300.0,8.9,3.0,0.2144,25.0,0.2043,3.0,1.0,33.0,1.0,7.0,0
PRJ-301008,9.25,114.0,27.3,4.0,0.1957,18.0,0.5331,1.0,1.0,-13.64,0.0,7.0,0
PRJ-301009,19.39,69.0,90.4,8.0,0.0943,54.0,0.2803,2.0,4.0,7.06,0.0,2.0,0
PRJ-301010,22.52,187.0,94.0,1.0,0.5713,30.0,0.471,0.0,2.0,-8.38,0.0,6.0,1
PRJ-301011,14.79,122.0,63.7,4.0,0.0822,20.0,0.375,0.0,1.0,19.67,0.0,1.0,0
PRJ-301012,18.53,478.0,38.3,5.0,0.2472,20.0,0.0585,1.0,3.0,-1.06,1.0,3.0,1
PRJ-301013,7.03,179.0,65.8,2.0,0.1713,30.0,0.5036,4.0,1.0,-12.37,0.0,5.0,1
PRJ-301014,5.87,359.0,50.8,6.0,0.2259,21.0,0.5689,0.0,4.0,14.88,0.0,8.0,1
PRJ-301015,16.8,108.0,39.8,5.0,0.3228,52.0,0.1992,1.0,4.0,-5.26,1.0,1.0,0
PRJ-301016,5.29,263.0,61.6,3.0,0.3853,7.0,0.2671,2.0,3.0,-15.59,0.0,1.0,1
PRJ-301017,4.86,507.0,37.0,2.0,0.1911,19.0,0.2236,4.0,2.0,-3.85,0.0,6.0,1
PRJ-301018,55.75,363.0,61.3,3.0,0.0456,25.0,0.4977,0.0,2.0,12.11,0.0,3.0,1
PRJ-301019,12.65,187.0,68.5,7.0,0.4409,57.0,0.5831,3.0,1.0,-1.79,1.0,7.0,0
PRJ-301020,8.63,415.0,80.6,5.0,0.4986,17.0,0.2666,3.0,2.0,-4.71,1.0,1.0,1
PRJ-301021,7.95,293.0,10.8,7.0,0.2154,12.0,0.0769,3.0,3.0,-0.04,1.0,7.0,0
PRJ-301022,4.03,161.0,109.6,6.0,0.3125,23.0,0.2248,3.0,3.0,-28.87,1.0,3.0,0
PRJ-301023,14.59,538.0,45.9,7.0,0.2121,41.0,0.4935,0.0,2.0,34.32,0.0,1.0,0
PRJ-301024,9.85,509.0,156.8,7.0,0.2723,59.0,0.1946,0.0,3.0,-0.67,0.0,8.0,0
PRJ-301025,22.11,325.0,90.8,5.0,0.2241,3.0,0.29,4.0,2.0,11.56,0.0,0.0,1
PRJ-301026,17.14,61.0,24.3,3.0,0.5179,38.0,0.3972,4.0,2.0,17.94,1.0,3.0,1
PRJ-301027,9.62,248.0,73.5,6.0,0.2548,32.0,0.4935,2.0,3.0,-12.93,1.0,5.0,0
PRJ-301028,2.55,299.0,104.3,8.0,0.3669,20.0,0.3647,1.0,4.0,-15.39,0.0,5.0,0
PRJ-301029,12.67,505.0,41.3,3.0,0.3706,9.0,0.0923,4.0,4.0,19.09,1.0,6.0,0
PRJ-301030,11.92,407.0,22.7,4.0,0.1364,39.0,0.3945,4.0,3.0,-9.87,0.0,8.0,0
PRJ-301031,2.19,155.0,19.5,8.0,0.0412,37.0,0.3096,1.0,1.0,-4.74,0.0,6.0,0
PRJ-301032,15.88,297.0,13.6,5.0,0.1164,7.0,0.4696,0.0,2.0,-9.18,0.0,1.0,0
PRJ-301033,5.15,133.0,5.8,2.0,0.0719,37.0,0.1217,3.0,1.0,-36.05,1.0,1.0,0
PRJ-301034,22.85,279.0,46.6,3.0,0.5173,30.0,0.4672,4.0,4.0,-2.79,1.0,7.0,0
PRJ-301035,11.44,310.0,20.4,3.0,0.1504,24.0,0.3088,1.0,4.0,-0.96,0.0,6.0,0
PRJ-301036,7.79,297.0,29.6,4.0,0.3261,31.0,0.4115,0.0,2.0,12.77,0.0,3.0,1
PRJ-301037,13.88,256.0,159.2,8.0,0.1416,55.0,0.3441,3.0,1.0,-5.52,0.0,5.0,0
PRJ-301038,13.32,261.0,68.7,7.0,0.1997,26.0,0.6906,0.0,2.0,-7.45,1.0,8.0,1
PRJ-301039,12.99,439.0,23.7,8.0,0.46,53.0,0.1992,4.0,4.0,6.37,0.0,2.0,0
PRJ-301040,20.96,295.0,208.3,6.0,0.605,1.0,0.5457,1.0,1.0,10.66,0.0,7.0,1
PRJ-301041,14.44,65.0,61.0,5.0,0.0736,44.0,0.4085,1.0,2.0,-14.12,0.0,2.0,0
PRJ-301042,7.31,411.0,196.5,6.0,0.3269,44.0,0.1916,4.0,1.0,-23.94,0.0,4.0,1
PRJ-301043,10.06,350.0,134.7,4.0,0.0523,43.0,0.104,1.0,3.0,26.66,0.0,8.0,0
PRJ-301044,28.06,389.0,62.5,1.0,0.2303,22.0,0.7721,0.0,4.0,18.63,1.0,2.0,0
PRJ-301045,6.85,396.0,46.3,1.0,0.3048,4.0,0.2621,3.0,1.0,-8.2,0.0,7.0,0
PRJ-301046,15.72,130.0,89.5,5.0,0.0962,3.0,0.1388,2.0,2.0,-4.13,0.0,0.0,0
PRJ-301047,21.45,526.0,58.7,6.0,0.2649,19.0,0.1717,2.0,2.0,-0.69,1.0,2.0,0
PRJ-301048,16.71,535.0,34.6,3.0,0.1057,7.0,0.0776,0.0,1.0,-10.55,0.0,1.0,1
PRJ-301049,12.72,117.0,32.9,1.0,0.0991,12.0,0.7319,1.0,3.0,-7.3,0.0,1.0,0
PRJ-301050,14.06,153.0,99.5,1.0,0.4677,1.0,0.646,3.0,1.0,-1.71,0.0,1.0,1
PRJ-301051,17.4,166.0,23.6,3.0,0.5219,23.0,0.361,4.0,4.0,-17.32,0.0,6.0,0
PRJ-301052,6.79,523.0,98.6,7.0,0.5591,54.0,0.4248,0.0,2.0,27.84,0.0,6.0,0
PRJ-301053,11.97,506.0,51.8,4.0,0.2804,6.0,0.3136,0.0,2.0,-20.53,0.0,2.0,1
PRJ-301054,41.77,176.0,11.2,8.0,0.2161,21.0,0.2118,0.0,3.0,-25.5,0.0,6.0,0
PRJ-301055,16.03,357.0,104.0,8.0,0.1361,19.0,0.526,4.0,4.0,10.6,1.0,0.0,0
PRJ-301056,13.02,165.0,24.2,7.0,0.0702,26.0,0.1567,2.0,1.0,-5.03,1.0,2.0,0
PRJ-301057,9.38,63.0,27.1,8.0,0.5612,34.0,0.143,0.0,1.0,4.84,0.0,5.0,1
PRJ-301058,6.85,159.0,42.8,2.0,0.1358,55.0,0.4298,3.0,4.0,-0.26,0.0,7.0,0
PRJ-301059,14.37,83.0,48.3,8.0,0.3381,9.0,0.3769,3.0,1.0,-4.84,0.0,4.0,0
PRJ-301060,15.02,464.0,62.8,8.0,0.2397,18.0,0.1516,0.0,1.0,-1.43,0.0,3.0,0
PRJ-301061,11.44,433.0,100.4,7.0,0.432,6.0,0.3131,1.0,4.0,4.6,0.0,1.0,0
PRJ-301062,52.2,136.0,98.1,2.0,0.3184,2.0,0.7188,1.0,4.0,13.41,0.0,4.0,1
PRJ-301063,7.28,325.0,32.0,3.0,0.1501,42.0,0.2605,3.0,3.0,-9.32,0.0,8.0,0
PRJ-301064,6.11,146.0,32.9,6.0,0.1014,17.0,0.4643,2.0,3.0,5.4,0.0,8.0,0
PRJ-301065,9.47,324.0,93.1,1.0,0.0514,14.0,0.7552,3.0,1.0,-5.82,1.0,6.0,0
PRJ-301066,11.69,488.0,20.5,7.0,0.0621,26.0,0.3107,2.0,1.0,-4.64,0.0,0.0,0
PRJ-301067,6.59,480.0,51.8,4.0,0.0816,28.0,0.0634,1.0,1.0,-10.79,1.0,1.0,0
PRJ-301068,14.14,457.0,128.1,1.0,0.1035,26.0,0.3591,0.0,1.0,-3.75,1.0,3.0,1
PRJ-301069,15.15,164.0,36.1,3.0,0.4075,50.0,0.2178,1.0,4.0,-14.98,1.0,8.0,0
PRJ-301070,18.72,139.0,13.4,4.0,0.2116,40.0,0.7017,2.0,2.0,-13.9,0.0,6.0,0
PRJ-301071,8.45,124.0,24.2,6.0,0.449,22.0,0.5917,3.0,1.0,-11.19,0.0,3.0,0
PRJ-301072,26.61,107.0,25.6,5.0,0.282,11.0,0.7752,4.0,1.0,-27.38,0.0,4.0,1
PRJ-301073,17.93,348.0,22.4,3.0,0.1876,5.0,0.5543,0.0,2.0,-11.64,1.0,2.0,1
PRJ-301074,7.17,370.0,41.3,5.0,0.2374,42.0,0.3193,4.0,2.0,-6.29,0.0,6.0,0
PRJ-301075,6.57,481.0,193.9,8.0,0.1578,47.0,0.4043,1.0,4.0,4.03,0.0,0.0,0
PRJ-301076,9.92,89.0,72.1,3.0,0.2952,41.0,0.3264,4.0,4.0,-17.01,0.0,0.0,0
PRJ-301077,15.18,176.0,44.4,3.0,0.1316,44.0,0.6376,0.0,3.0,-0.78,0.0,5.0,0
PRJ-301078,16.62,405.0,47.4,1.0,0.1541,38.0,0.1938,4.0,4.0,4.16,0.0,4.0,0
PRJ-301079,17.91,382.0,28.5,4.0,0.1697,36.0,0.5076,2.0,4.0,-3.61,0.0,5.0,1
PRJ-301080,40.14,256.0,47.3,3.0,0.0545,57.0,0.6041,3.0,1.0,1.86,1.0,2.0,0
PRJ-301081,3.13,120.0,124.3,7.0,0.5065,32.0,0.5631,1.0,1.0,2.15,0.0,3.0,0
PRJ-301082,11.23,284.0,53.1,1.0,0.2678,54.0,0.4514,4.0,1.0,-4.81,0.0,5.0,1
PRJ-301083,38.09,130.0,97.7,5.0,0.4335,45.0,0.2638,3.0,2.0,-8.47,1.0,3.0,0
